transcript,XIST_r,XIST_perct,NEAT1_r,NEAT1_perct,Bruseq_stability,total_expression,Xsimi_p0.05,Xsimi_p0.01,Xsimi_p0.001,Nsimi_p0.05,Nsimi_p0.01,Nsimi_p0.001,semi_extract
ENSG00000261167_chr3_131455126_131458598_-_ENSG00000261167.1_ENST00000565095.1.monoexonic.unspliced,-0.017391172,8.009708738,0.041679474,10.28712059,0.072619962,0.362951,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000261211_chr6_6680309_6686948_-_ENSG00000261211.3_ENST00000563225.2.monoexonic.unspliced,-0.011020379,9.126213592,0.20301118,36.35767022,0.274714053,0.5306645,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000261335_chr17_76671896_76673658_+_ENSG00000261335.2_ENST00000565271.2.monoexonic.unspliced,NA,NA,NA,NA,0.02426004,0.25724,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000261349_chr1_25266102_25267136_-_ENSG00000261349.1_ENSG00000261349.1.unspliced,0.187439261,69.33656958,0.356115335,65.47990156,0.663561861,1.268397,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000261433_chr17_10658542_10659082_-_ENSG00000261433.1_ENST00000569543.1.monoexonic.unspliced,NA,NA,NA,NA,3.567024,0.1314355,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000261459_chr16_30525923_30534852_-_ENSG00000261459.1_ENSG00000261459.1.unspliced,0.084611544,35.58252427,0.596221405,95.79983593,0.967729714,0.593989,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000261487_chr16_30948386_30956511_+_ENSG00000261487.1_ENSG00000261487.1.unspliced,0.062273643,28.3171521,0.270157683,50.31993437,0.979028219,0.141729,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000261526_chr19_1874516_1876239_-_ENSG00000261526.4_ENSG00000261526.4.unspliced,0.08748853,36.58576052,0.459150944,81.21410993,1.494864025,0.7846975,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000261542_chr8_63215981_63218034_+_ENSG00000261542.1_ENST00000569835.1.monoexonic.unspliced,-0.077783447,1.893203883,-0.042564945,3.593109106,0.242150652,0.1483515,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000261582_chr20_35267885_35280043_-_ENSG00000261582.1_ENSG00000261582.1.unspliced,0.124405462,49.06148867,0.334960302,61.804758,0.56299868,0.1543785,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000261596_chr16_21626742_21627569_+_ENSG00000261596.2_ENST00000564271.2.monoexonic.unspliced,0.057489418,26.60194175,0.127507765,21.88679245,3.168154724,0.1955965,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000261635_chr15_36613474_36614198_+_ENSG00000261635.2_ENST00000561804.2.monoexonic.unspliced,-0.156392609,0.194174757,NA,NA,0,0.2418495,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000261766_chr16_28862166_28863340_-_ENSG00000261766.1_ENSG00000261766.1.unspliced,0.013944017,14.27184466,0.303026608,56.53814602,0.392511828,0.257937,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000261799_chr12_273954_277123_-_ENSG00000261799.1_ENST00000570140.1.monoexonic.unspliced,0.146320239,57.03883495,0.108155048,18.47415915,0.593894406,0.248408,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000261889_chr16_3156736_3157483_-_ENSG00000261889.1_ENST00000570843.1.monoexonic.unspliced,-0.175532362,0.064724919,0.131973198,22.69073011,0.139500051,1.0177885,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000262248_chr17_3619256_3619913_-_ENSG00000262248.1_ENSG00000262248.1.unspliced,NA,NA,-0.094549899,1.345365053,0,0.1273245,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000262413_chr17_81867721_81868552_+_ENSG00000262413.1_ENSG00000262413.1.unspliced,0.159326386,61.27831715,0.431641674,77.34208368,0.055648328,0.519616,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000262514_chr16_68199795_68200981_+_ENSG00000262514.1_ENST00000575953.1.monoexonic.unspliced,0.061523949,27.99352751,0.049401139,11.04183757,1.012600668,0.1320915,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000262521_chr16_3181232_3184094_-_ENSG00000262521.2_ENSG00000262521.2.unspliced,-0.004679591,10.22653722,0.092046129,16.37407711,0.120538369,0.1650855,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000262660_chr17_81703371_81720539_+_ENSG00000262660.1_ENSG00000262660.1.unspliced,0.158778063,61.10032362,0.578233711,94.52009844,0.455575607,0.767276,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000262877_chr17_81388126_81391992_-_ENSG00000262877.6_ENSG00000262877.6.unspliced,0.092529716,38.46278317,0.550856309,92.28876128,0.096164539,1.43789,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000263020_chr6_31666102_31673546_+_ENSG00000263020.6_ENSG00000263020.6.unspliced,0.178262996,66.66666667,0.181955033,32.19031993,0.342349096,0.364145,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000263235_chr16_3650636_3651703_-_ENSG00000263235.1_ENST00000570409.1.monoexonic.unspliced,NA,NA,NA,NA,5.872887816,0.3089075,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000263567_chr17_31762440_31769048_+_ENSG00000263567.1_ENSG00000263567.1.unspliced,0.164877947,62.99352751,NA,NA,0.130892571,0.21013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000263727_chr18_653985_657259_-_ENSG00000263727.1_ENSG00000263727.1.unspliced,-0.132375923,0.355987055,0.13156303,22.60869565,0.020610719,0.199852,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000263786_chr17_75145261_75146546_-_ENSG00000263786.1_ENSG00000263786.1.unspliced,-0.05158122,3.608414239,-0.044164788,3.47826087,0.141273159,0.24545,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000263826_chr3_186781780_186784179_-_ENSG00000263826.1_ENST00000577781.1.monoexonic.unspliced,NA,NA,NA,NA,0.035995207,0.156554,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000264066_chr17_28860897_28861998_-_ENSG00000264066.8_ENST00000582320.4.monoexonic.unspliced,0.167387749,63.77022654,-0.050404808,3.150123052,0.020303327,0.473213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000264635_chr18_738058_739662_-_ENSG00000264635.1_ENST00000581712.1.monoexonic.unspliced,0.097558794,40.1618123,-0.090997695,1.47662018,0.535360009,0.575239,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000265393_chr8_144512567_144513672_+_ENSG00000265393.1_ENSG00000265393.1.unspliced,0.110642308,44.14239482,0.201274307,36.01312551,0.542085462,0.159647,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000265417_chr18_1362445_1363873_-_ENSG00000265417.1_ENSG00000265417.1.unspliced,0.093573849,38.78640777,0.006516734,6.940114848,1.202261906,2.131355,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000266086_chr17_57989038_58007246_-_ENSG00000266086.3_ENSG00000266086.3.unspliced,0.191541946,70.61488673,0.269265073,50.07383101,0.514344755,1.08669,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000266401_chr18_3653030_3656282_+_ENSG00000266401.5_ENSG00000266401.5.unspliced,0.182541083,67.94498382,-0.012410823,5.479901559,0.112709654,0.349689,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000266521_chr18_31496645_31497195_-_ENSG00000266521.1_ENSG00000266521.1.unspliced,NA,NA,NA,NA,0.091541614,0.2494175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000266709_chr17_14303854_14305505_+_ENSG00000266709.1_ENST00000583262.1.monoexonic.unspliced,0.164970444,63.0420712,0.352623212,64.65955701,0.459624897,2.26663,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000266976_chr19_28606688_28615229_+_ENSG00000266976.3_ENSG00000266976.3.unspliced,0.215594756,77.10355987,0.298036742,55.42247744,0.334849515,13.6395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000267001_chr19_2717769_2740048_-_ENSG00000267001.1_ENSG00000267001.1.unspliced,-0.059753173,2.961165049,0.407864247,73.76538146,1.146165169,0.163159,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000267030_chr19_4447304_4448217_+_ENSG00000267030.1_ENSG00000267030.1.unspliced,-0.063349386,2.637540453,-0.087772995,1.607875308,0.580886087,0.4732745,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000267059_chr19_1578339_1605445_-_ENSG00000267059.2_ENSG00000267059.2.unspliced,0.150151689,58.2038835,0.430735088,77.21082855,0.331857425,0.5780135,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000267090_chr19_38385522_38386759_+_ENSG00000267090.1_ENSG00000267090.1.unspliced,0.068292158,30.1618123,0.351767861,64.46267432,0.188277575,0.151924,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000267110_chr19_55154757_55160671_-_ENSG00000267110.1_ENSG00000267110.1.unspliced,0.012332839,13.81877023,0.488952788,84.95488105,0.397489866,0.1327125,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000267149_chr19_55027593_55053928_-_ENSG00000267149.2_ENSG00000267149.2.unspliced,0.098750766,40.50161812,0.314138454,58.47415915,0.387140733,0.3189995,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000267152_chr19_37728586_37730643_-_ENSG00000267152.1_ENSG00000267152.1.unspliced,0.051707833,24.87055016,-0.089465438,1.509433962,4.06984,0.125021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000267157_chr19_5784005_5785619_-_ENSG00000267157.1_ENSG00000267157.1.unspliced,0.233771805,81.65048544,-0.011077759,5.578342904,0.342947687,0.7968675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000267283_chr19_1989401_1990370_+_ENSG00000267283.1_ENSG00000267283.1.unspliced,-0.044183966,4.32038835,0.205057403,36.68580804,1.826767115,0.9472035,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000267338_chr22_16616170_16617114_+_ENSG00000267338.1_ENSG00000267338.1.unspliced,0.263158203,86.66666667,0.036611871,9.680065628,0.284085556,0.209818,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000267632_chr17_42509784_42511519_+_ENSG00000267632.1_ENST00000591237.1.monoexonic.unspliced,0.034564521,20.27508091,0.354277211,65.0369155,0.013885832,0.418347,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000267698_chr19_36014493_36051117_+_ENSG00000267698.3_ENSG00000267698.3.unspliced,0.212998079,76.44012945,0.559807331,92.9778507,0.254048002,0.149402,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000267838_chr19_54438665_54439544_-_ENSG00000267838.2_ENST00000599382.2.monoexonic.unspliced,0.039386851,21.56957929,0.057443752,11.91140279,0.453530243,0.1260935,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000267892_chr19_38738284_38739863_+_ENSG00000267892.1_ENST00000602255.1.monoexonic.unspliced,-0.000447087,11.03559871,0.077598649,14.25758819,0.086451741,0.3384825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000267904_chr19_16639967_16640668_-_ENSG00000267904.1_ENSG00000267904.1.unspliced,-0.025341953,6.715210356,0.198701093,35.52091879,0.352085845,0.8278335,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000267939_chr19_8005761_8016025_+_ENSG00000267939.2_ENSG00000267939.2.unspliced,-0.052905573,3.478964401,-0.064886572,2.395406071,0.136833029,0.2646335,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ENSG00000267940_chr11_6201901_6203253_-_ENSG00000267940.1_ENST00000600308.1.monoexonic.unspliced,-0.044035093,4.336569579,0.139851227,24.11812961,0.761060709,0.148622,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000268069_chr12_47784923_47786002_+_ENSG00000268069.2_ENST00000599515.2.monoexonic.unspliced,-0.031810842,5.792880259,-0.017937317,5.102543068,0.287270578,0.2075945,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000268119_chr19_21444241_21464026_-_ENSG00000268119.9_ENSG00000268119.9.unspliced,0.306068759,92.70226537,0.363658532,66.75963905,0.51093769,0.6943125,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000268204_chr19_7633766_7636990_-_ENSG00000268204.1_ENSG00000268204.1.unspliced,-0.040124918,4.838187702,0.244140327,44.93847416,0.412495289,0.209727,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000268205_chr19_57304305_57308562_+_ENSG00000268205.1_ENST00000593427.1.monoexonic.unspliced,0.121226723,47.99352751,0.202124346,36.09515997,2.92595486,1.37031,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000268375_chr19_50792685_50793584_-_ENSG00000268375.1_ENSG00000268375.1.unspliced,0.022622358,16.86084142,0.028435319,8.81050041,0.674890435,0.1982005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000268565_chr19_4654964_4655524_-_ENSG00000268565.1_ENSG00000268565.1.unspliced,-0.005711467,10.08090615,0.159825474,28.08859721,0.527530806,0.157186,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000268575_chr1_1702736_1737688_-_ENSG00000268575.1_ENSG00000268575.1.unspliced,0.125949057,49.72491909,0.282150478,52.68252666,0.870610395,0.162034,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000268584_chr10_73625996_73626790_+_ENSG00000268584.2_ENST00000595595.1.monoexonic.unspliced,0.038560579,21.29449838,0.194162543,34.47087777,0.172936318,1.50066,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000268643_chr19_42234583_42255132_-_ENSG00000268643.2_ENSG00000268643.2.unspliced,0.227064629,80.09708738,0.396377137,72.00984413,0.357215218,0.131719,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000268670_chr19_4061615_4062749_-_ENSG00000268670.1_ENSG00000268670.1.unspliced,0.082616815,34.85436893,0.326325009,60.42657916,0.049937506,1.30735,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000268750_chr19_57819719_57858941_+_ENSG00000268750.7_ENSG00000268750.7.unspliced,0.323306081,94.51456311,0.577569924,94.45447088,0.388505984,0.196478,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000268798_chr19_1440839_1441938_+_ENSG00000268798.1_ENST00000594262.1.monoexonic.unspliced,0.027333294,18.17152104,0.145541671,25.20098441,0.209224085,0.6953805,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000268858_chr20_63861212_63865874_-_ENSG00000268858.3_ENSG00000268858.3.unspliced,0.092463163,38.41423948,0.383534385,69.9097621,0.083477317,1.832625,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000269176_chr11_62786023_62786785_-_ENSG00000269176.2_ENST00000601484.2.monoexonic.unspliced,-0.100868415,0.792880259,NA,NA,0.652342841,0.5892355,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000269318_chr19_4356637_4358448_-_ENSG00000269318.1_ENST00000593524.1.monoexonic.unspliced,0.006831867,12.68608414,0.061767918,12.42001641,0.479064304,0.201252,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000269397_chr19_23927788_23929287_+_ENSG00000269397.1_ENST00000594230.1.monoexonic.unspliced,-0.06104069,2.799352751,0.016257536,7.629204266,0.60684726,0.2852095,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000269553_chr19_35330843_35331920_+_ENSG00000269553.1_ENSG00000269553.1.unspliced,0.058448206,26.87702265,NA,NA,0.991393812,0.1403975,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000269559_chr4_74156511_74158373_-_ENSG00000269559.2_ENST00000600169.2.monoexonic.unspliced,NA,NA,NA,NA,0.127221284,0.251152,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000269825_chr19_52594060_52690559_-_ENSG00000269825.4_ENSG00000269825.4.unspliced,0.191636946,70.67961165,0.534420916,90.33634126,0.385420758,0.214043,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ENSG00000269906_chr14_50662511_50663178_-_ENSG00000269906.1_ENST00000602954.1.monoexonic.unspliced,0.00724068,12.7184466,-0.110093166,0.853158326,0.324605516,0.629201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000269938_chr12_123968023_123968579_-_ENSG00000269938.1_ENST00000602601.1.monoexonic.unspliced,-0.025376049,6.699029126,-0.101904619,1.066447908,0.170527508,0.13904,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000269951_chr15_77067654_77068325_-_ENSG00000269951.1_ENST00000602975.1.monoexonic.unspliced,0.117507057,46.73139159,0.165217654,29.20426579,0.515358574,0.1405215,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000269958_chr14_103696353_103697163_+_ENSG00000269958.1_ENST00000602422.1.monoexonic.unspliced,0.151706609,58.70550162,0.394659902,71.73092699,1.06197657,2.234905,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000269997_chr12_123966077_123966629_-_ENSG00000269997.1_ENST00000602988.1.monoexonic.unspliced,-0.119951667,0.469255663,0.225293805,41.36177194,0.167386088,0.2152745,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000270036_chr15_76343642_76344365_+_ENSG00000270036.1_ENST00000602530.1.monoexonic.unspliced,0.033436011,20,0.066235489,13.01066448,0.08634081,0.228454,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000270066_chr1_109100094_109103279_+_ENSG00000270066.4_ENSG00000270066.4.unspliced,0.240092624,82.83171521,0.08978846,16.04593929,0.041443904,1.2209765,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000270108_chr14_103687576_103688127_+_ENSG00000270108.1_ENST00000602827.1.monoexonic.unspliced,-0.00721336,9.919093851,-0.045787211,3.396226415,1.245646898,0.427011,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000270117_chr11_65497648_65498904_-_ENSG00000270117.3_ENST00000602344.3.monoexonic.unspliced,NA,NA,NA,NA,0.072351906,0.1351005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000270190_chr2_111266868_111267473_-_ENSG00000270190.1_ENST00000603052.1.monoexonic.unspliced,0.158709394,61.08414239,-0.049642459,3.199343724,0.448203784,0.3148265,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000270277_chr2_178548884_178550681_+_ENSG00000270277.1_ENST00000603415.1.monoexonic.unspliced,0.026542972,18.00970874,0.224166599,41.14848236,1.242990488,0.424914,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000270558_chr5_37286449_37286977_-_ENSG00000270558.1_ENST00000603896.1.monoexonic.unspliced,0.110807967,44.2394822,NA,NA,1.647684027,0.434202,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000270574_chr2_178578790_178580906_+_ENSG00000270574.1_ENST00000603521.1.monoexonic.unspliced,0.027774229,18.30097087,-0.165428382,0.311730927,4.498442672,0.293478,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000270605_chr1_28239509_28247210_-_ENSG00000270605.2_ENSG00000270605.2.unspliced,0.066645258,29.6763754,-0.098267232,1.197703035,0.155412981,0.1526725,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000270638_chr6_145735570_145737218_+_ENSG00000270638.1_ENST00000603994.1.monoexonic.unspliced,0.047129826,23.62459547,0.1214996,20.88597211,0.007202141,0.1632515,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000270720_chr4_89119284_89119871_+_ENSG00000270720.1_ENST00000603220.1.monoexonic.unspliced,NA,NA,NA,NA,0.659043299,0.2047885,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000270933_chr7_25948657_25950890_-_ENSG00000270933.3_ENSG00000270933.3.unspliced,0.232958104,81.40776699,0.333590618,61.6242822,0.067279323,0.6362875,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000270956_chr2_178541125_178541799_+_ENSG00000270956.1_ENST00000604692.1.monoexonic.unspliced,-0.017223516,8.025889968,-0.007376388,5.824446267,0.958117958,0.2732575,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000271011_chr2_178577103_178577622_+_ENSG00000271011.1_ENST00000604215.1.monoexonic.unspliced,0.059660591,27.36245955,0.026577455,8.564397047,2.934680567,0.762366,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000271141_chr2_178616581_178617123_+_ENSG00000271141.1_ENST00000605334.1.monoexonic.unspliced,0.070067474,30.69579288,0.141869033,24.47908121,1.759842134,0.8713255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000271155_chr9_95506235_95507636_+_ENSG00000271155.1_ENST00000604104.1.monoexonic.unspliced,0.119562603,47.37864078,-0.10975437,0.869565217,0.187442298,0.620712,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000271533_chrX_74209976_74213660_-_ENSG00000271533.1_ENST00000604070.1.monoexonic.unspliced,0.101811456,41.31067961,0.245492737,45.29942576,0.674956941,0.3158655,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000271746_chr1_6393555_6394391_+_ENSG00000271746.1_ENST00000607670.1.monoexonic.unspliced,0.156392609,60.17799353,NA,NA,0.039212215,1.0165655,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000271781_chr5_675826_676616_+_ENSG00000271781.1_ENST00000607068.1.monoexonic.unspliced,0.053638486,25.51779935,0.023442914,8.187038556,1.504416418,0.451998,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000271789_chr6_111297126_111298510_+_ENSG00000271789.1_ENST00000607386.1.monoexonic.unspliced,-0.066930166,2.508090615,0.245046792,45.15176374,0.538593699,0.1252785,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000271793_chr6_85504776_85678733_-_ENSG00000271793.2_ENSG00000271793.2.unspliced,0.096123383,39.62783172,0.645605815,98.0147662,0.257492439,0.1321715,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000271862_chr5_83049376_83050964_-_ENSG00000271862.1_ENST00000607625.1.monoexonic.unspliced,-0.056151807,3.203883495,0.178568496,31.46841674,0.321010089,0.4367425,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000271936_chr2_24825610_24826717_+_ENSG00000271936.1_ENST00000606114.1.monoexonic.unspliced,0.036151317,20.72815534,0.029506097,8.908941756,2.158162715,1.462035,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000271937_chr3_44337941_44338552_-_ENSG00000271937.1_ENST00000607510.1.monoexonic.unspliced,NA,NA,NA,NA,0.034602592,0.403664,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000271971_chr8_93715378_93716113_-_ENSG00000271971.1_ENST00000607706.1.monoexonic.unspliced,0.011020379,13.4789644,0.114377039,19.67186218,0.679416356,0.4542005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000272004_chr1_1659027_1662939_+_ENSG00000272004.2_ENSG00000272004.2.unspliced,NA,NA,NA,NA,0.244497496,0.2502175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000272072_chr7_107192559_107193300_-_ENSG00000272072.1_ENST00000607036.1.monoexonic.unspliced,0.059220314,27.21682848,0.005537948,6.907301066,0.622103423,0.7470195,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000272092_chr8_38382364_38383461_+_ENSG00000272092.1_ENST00000607047.1.monoexonic.unspliced,-0.105508593,0.647249191,0.101904619,17.63740771,0.060977478,0.640049,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000272223_chr6_43033897_43034405_-_ENSG00000272223.1_ENST00000607790.1.monoexonic.unspliced,0.025341953,17.5566343,-0.167945145,0.278917145,0.224796025,0.284345,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000272234_chr5_42806394_42806997_+_ENSG00000272234.1_ENST00000606056.1.monoexonic.unspliced,NA,NA,NA,NA,1.699326955,0.230561,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000272263_chr3_12832219_12832728_-_ENSG00000272263.1_ENST00000606447.1.monoexonic.unspliced,NA,NA,NA,NA,0.146070151,0.295128,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000272334_chr3_36973117_36973672_-_ENSG00000272334.1_ENST00000607089.1.monoexonic.unspliced,-0.077783447,1.893203883,0.101904619,17.58818704,0.523314672,0.23559,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000272335_chr5_44826076_44828592_+_ENSG00000272335.1_ENST00000607056.1.monoexonic.unspliced,0.134962025,53.10679612,0.005382264,6.858080394,1.44427586,1.413995,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000272338_chr8_33360839_33361415_-_ENSG00000272338.2_ENST00000606064.2.monoexonic.unspliced,0.073349888,31.71521036,NA,NA,0.685796657,1.34154,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000272345_chr6_24700907_24701793_-_ENSG00000272345.1_ENST00000607014.1.monoexonic.unspliced,-0.100306048,0.825242718,-0.008547308,5.709598031,0.448918037,0.2752065,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000272375_chr8_30197404_30198048_+_ENSG00000272375.1_ENST00000606555.1.monoexonic.unspliced,NA,NA,NA,NA,4.735848,0.1662145,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENSG00000272416_chr5_53880293_53881051_-_ENSG00000272416.1_ENST00000606482.1.monoexonic.unspliced,-0.011642969,8.996763754,-0.045370697,3.412633306,0.700854867,0.678931,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
