transcript,XIST_r,XIST_perct,NEAT1_r,NEAT1_perct,Bruseq_stability,total_expression,Xsimi_p0.05,Xsimi_p0.01,Xsimi_p0.001,Nsimi_p0.05,Nsimi_p0.01,Nsimi_p0.001,semi_extract,gene_type
DDX46_chr5_134758771_134855133_+_ENSG00000145833.16_ENSG00000145833.16.unspliced,0.166862735,62.52021999,0.355591582,66.62295082,0.403706194,0.1904575,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DDX49_chr19_18919705_18929189_+_ENSG00000105671.12_ENSG00000105671.12.unspliced,0.061435242,26.41539955,0.326917631,62.06557377,0.328722118,0.2070725,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DDX5_chr17_64498254_64508199_-_ENSG00000108654.16_ENSG00000108654.16.unspliced,0.207190948,74.44192818,0.66484224,98.55737705,0.031373691,1.0965585,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DDX50_chr10_68901286_68946847_+_ENSG00000107625.14_ENSG00000107625.14.unspliced,0.086544039,35.0048528,0.30325675,57.81967213,0.214065832,0.154674,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DDX50P1_chr2_32201600_32203999_+_ENSG00000229816.1_ENST00000438163.1.monoexonic.unspliced,0.025836711,15.98188289,0.237265099,45.60655738,0.68276938,0.229514,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,processed_pseudogene
DDX51_chr12_132136594_132144319_-_ENSG00000185163.10_ENSG00000185163.10.unspliced,0.134339654,51.35878357,0.285193853,54.52459016,0.5637122,0.2839865,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DDX52_chr17_37609739_37643446_-_ENSG00000278053.5_ENSG00000278053.5.unspliced,0.132035567,50.6308638,0.233446796,44.75409836,0.351967955,0.1795695,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DDX53_chrX_22999960_23003589_+_ENSG00000184735.7_ENST00000327968.7.monoexonic.unspliced,NA,NA,-0.087998274,1.573770492,0.779354619,0.5310235,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DDX54_chr12_113157173_113185479_-_ENSG00000123064.13_ENSG00000123064.13.unspliced,0.025403665,15.72306697,0.198663767,37.98360656,0.40451595,0.303464,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DDX55_chr12_123602077_123620943_+_ENSG00000111364.16_ENSG00000111364.16.unspliced,0.165040029,62.11582012,0.381270045,70.3442623,0.564316859,0.857603,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DDX56_chr7_44565804_44575051_-_ENSG00000136271.11_ENSG00000136271.11.unspliced,0.20880068,74.87868004,0.362805133,67.75409836,0.261062459,0.685236,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DDX6_chr11_118747763_118791164_-_ENSG00000110367.14_ENSG00000110367.14.unspliced,0.104773491,41.07085086,0.247660503,47.90163934,0.298611592,0.2256805,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DECR1_chr8_90001405_90053633_+_ENSG00000104325.7_ENSG00000104325.7.unspliced,0.142801498,54.27046263,0.352576048,66.24590164,0.266644357,0.1746775,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DEDD2_chr19_42198598_42220140_-_ENSG00000160570.14_ENSG00000160570.14.unspliced,0.25444188,84.77838887,0.431712816,78.01639344,0.249072642,0.153395,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DEF6_chr6_35297818_35321771_+_ENSG00000023892.12_ENSG00000023892.12.unspliced,0.248005006,83.64606923,0.203607574,39,0.459185324,0.2585805,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DEF8_chr16_89948697_89968060_+_ENSG00000140995.17_ENSG00000140995.17.unspliced,0.048233466,22.54933678,0.563978999,93.44262295,0.661626229,0.189949,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,protein_coding
DEGS1_chr1_224175756_224193441_+_ENSG00000143753.14_ENSG00000143753.14.unspliced,0.147448223,55.92041411,0.275478489,52.93442623,0.183875417,0.220273,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DEK_chr6_18223860_18264548_-_ENSG00000124795.17_ENSG00000124795.17.unspliced,0.072240743,30.0064704,0.015619099,8.721311475,0.352920444,0.559314,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DELE1_chr5_141923855_141942047_+_ENSG00000081791.9_ENSG00000081791.9.unspliced,0.151571597,57.74830152,0.15180577,28.6557377,0.331666997,0.455408,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DENND4A_chr15_65658046_65792293_-_ENSG00000174485.16_ENSG00000174485.16.unspliced,0.417618358,98.94856034,0.565177089,93.59016393,0.47620472,0.132427,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DENND4B_chr1_153929501_153946718_-_ENSG00000198837.10_ENSG00000198837.10.unspliced,0.084058891,34.22840505,0.414062567,75.24590164,0.554399017,0.3572075,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DENR_chr12_122752824_122771064_+_ENSG00000139726.11_ENSG00000139726.11.unspliced,0.223907432,78.85797477,0.359876574,67.29508197,0.53529897,0.247991,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DEPDC1_chr1_68474152_68497221_-_ENSG00000024526.17_ENSG00000024526.17.unspliced,-0.004306827,9.058557101,-0.013214289,5.885245902,0.200792702,0.185794,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DEPDC1B_chr5_60596912_60700190_-_ENSG00000035499.13_ENSG00000035499.13.unspliced,0.176201158,65.38337108,0.235901759,45.32786885,0.309225827,0.1634935,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DERL1_chr8_123013170_123042302_-_ENSG00000136986.10_ENSG00000136986.10.unspliced,0.19008052,69.57295374,0.406166126,74.14754098,0.206771239,0.1697205,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DERL3_chr22_23834503_23839128_-_ENSG00000099958.15_ENSG00000099958.15.unspliced,0.098582196,39.16208347,0.03014157,10.24590164,0.441379822,0.184724,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DESI1_chr22_41598028_41621043_-_ENSG00000100418.8_ENSG00000100418.8.unspliced,0.018957658,14.17017147,0.41662633,75.80327869,0.079865835,0.2133375,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DESI2_chr1_244653103_244709033_+_ENSG00000121644.19_ENSG00000121644.19.unspliced,0.156378602,59.33354901,0.233599543,44.7704918,0.26113085,0.182277,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DFFA_chr1_10456522_10472529_-_ENSG00000160049.12_ENSG00000160049.12.unspliced,0.210981012,75.47719185,0.249509354,48.31147541,0.350416352,0.4118365,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DFFBP1_chr9_32566148_32567126_-_ENSG00000232303.2_ENST00000433250.2.monoexonic.unspliced,0.106611056,41.84729861,NA,NA,0,0.3025125,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,processed_pseudogene
DGAT1_chr8_144314584_144326910_-_ENSG00000185000.12_ENSG00000185000.12.unspliced,0.085865464,34.84309285,0.368862779,68.62295082,0.448891193,0.2692245,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DGCR2_chr22_19036282_19122454_-_ENSG00000070413.21_ENSG00000070413.21.unspliced,0.23722083,81.68877386,0.638067615,97.63934426,0.285112704,0.5132845,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,protein_coding
DGCR6L_chr22_20314238_20320080_-_ENSG00000128185.10_ENSG00000128185.10.unspliced,0.039564969,19.9935296,0.330300135,62.62295082,0.247321164,1.35944,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DGCR8_chr22_20080221_20111877_+_ENSG00000128191.17_ENSG00000128191.17.unspliced,0.297467833,91.31349078,0.701391415,99.40983607,0.280075201,1.105347,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,protein_coding
DGKQ_chr4_958887_986895_-_ENSG00000145214.14_ENSG00000145214.14.unspliced,0.224481576,79.01973471,0.464367689,82.29508197,0.32360349,0.2561245,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DGKZ_chr11_46332905_46380554_+_ENSG00000149091.15_ENSG00000149091.15.unspliced,0.137218889,52.24846328,0.484786102,85.03278689,0.348701227,0.258077,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DGUOK_chr2_73926826_73958961_+_ENSG00000114956.20_ENSG00000114956.20.unspliced,0.153827497,58.58945325,0.131576732,24.8852459,0.244818645,0.3553225,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DHCR24_chr1_54849627_54887195_-_ENSG00000116133.13_ENSG00000116133.13.unspliced,0.236863419,81.60789389,0.271855519,52.32786885,0.410757444,0.167071,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DHCR7_chr11_71428193_71452868_-_ENSG00000172893.18_ENSG00000172893.18.unspliced,0.243499869,82.86962148,0.269651039,52.01639344,0.851055152,0.1440755,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DHDDS_chr1_26432282_26471306_+_ENSG00000117682.18_ENSG00000117682.18.unspliced,0.172351341,64.31575542,0.491506909,85.85245902,0.324257668,0.185541,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DHFR_chr5_80626226_80654983_-_ENSG00000228716.7_ENSG00000228716.7.unspliced,0.04082873,20.38175348,-0.055452144,2.983606557,0.197821819,0.1952315,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DHODH_chr16_72008588_72027664_+_ENSG00000102967.12_ENSG00000102967.12.unspliced,0.084231911,34.27693303,0.182866888,34.67213115,0.158141255,0.171457,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DHPS_chr19_12675717_12681880_-_ENSG00000095059.17_ENSG00000095059.17.unspliced,0.179077219,66.15981883,0.093295201,18.44262295,0.329807058,0.2086735,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DHRS11_chr17_36591879_36600804_+_ENSG00000278535.5_ENSG00000278535.5.unspliced,0.306166361,92.65609835,0.255703931,49.54098361,0.412260716,1.50234,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DHRS13_chr17_28897781_28903079_-_ENSG00000167536.14_ENSG00000167536.14.unspliced,0.100778101,39.72824329,0.263344524,50.78688525,0.198200371,0.4184045,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DHRS2_chr14_23630115_23645639_+_ENSG00000100867.15_ENSG00000100867.15.unspliced,0.093093569,37.30184406,0.319194413,60.6557377,0.147568834,0.2126395,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DHRS3_chr1_12567909_12620133_-_ENSG00000162496.10_ENSG00000162496.10.unspliced,0.187847578,68.94208994,0.124793003,23.70491803,0.16562514,0.5045915,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,protein_coding
DHX15_chr4_24517441_24584554_-_ENSG00000109606.13_ENSG00000109606.13.unspliced,0.130768853,50.04852798,0.297882346,56.96721311,0.362019036,0.5015745,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DHX16_chr6_30653119_30673006_-_ENSG00000204560.10_ENSG00000204560.10.unspliced,0.120840805,46.52216111,0.113396433,21.55737705,0.456409924,0.1611365,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DHX29_chr5_55256055_55307694_-_ENSG00000067248.11_ENSG00000067248.11.unspliced,0.072590249,30.21675833,0.268172724,51.7704918,0.438111684,0.1260655,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DHX30_chr3_47802909_47850195_+_ENSG00000132153.15_ENSG00000132153.15.unspliced,0.188355716,69.08767389,0.48193894,84.68852459,0.444527668,0.317514,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DHX34_chr19_47349312_47383247_+_ENSG00000134815.20_ENSG00000134815.20.unspliced,0.174091296,64.80103526,0.493852781,86.13114754,0.229367364,0.356539,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DHX35_chr20_38962299_39039723_+_ENSG00000101452.15_ENSG00000101452.15.unspliced,0.09356124,37.512132,0.311219937,59.37704918,0.423802196,0.184709,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DHX36_chr3_154272546_154324487_-_ENSG00000174953.14_ENSG00000174953.14.unspliced,0.021770421,14.81721126,0.119337856,22.60655738,0.57077838,0.2421205,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DHX37_chr12_124946825_124989131_-_ENSG00000150990.9_ENSG00000150990.9.unspliced,0.026893469,16.43481074,0.403619693,73.73770492,0.26173138,0.18124,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DHX38_chr16_72093613_72112912_+_ENSG00000140829.12_ENSG00000140829.12.unspliced,0.050556266,23.19637658,0.317429248,60.47540984,0.363903317,0.1359235,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DHX9_chr1_182839347_182887982_+_ENSG00000135829.17_ENSG00000135829.17.unspliced,0.111426699,43.02814623,0.575245575,94.37704918,0.308035597,1.11237,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DHX9-AS1_chr1_182837185_182839561_-_ENSG00000287808.2_ENSG00000287808.2.unspliced,NA,NA,NA,NA,0.168580419,0.2375705,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,lncRNA
DIABLO_chr12_122207668_122226062_-_ENSG00000184047.21_ENSG00000184047.21.unspliced,0.042499456,20.9317373,0.103663055,19.81967213,0.330438226,0.295024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DIAPH1_chr5_141515016_141619055_-_ENSG00000131504.18_ENSG00000131504.18.unspliced,0.216900025,77.30507926,0.233994527,44.86885246,0.381971659,0.384127,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DIDO1_chr20_62877738_62937952_-_ENSG00000101191.17_ENSG00000101191.17.unspliced,0.343924019,95.89129731,0.677789062,99,0.47798868,0.395649,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,protein_coding
DIPK1B_chr9_136712572_136724742_+_ENSG00000165716.11_ENSG00000165716.11.unspliced,0.179215106,66.20834681,0.471585564,83.19672131,0.259552036,0.583523,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DIS3_chr13_72752169_72782096_-_ENSG00000083520.15_ENSG00000083520.15.unspliced,0.169110936,63.24813976,0.086537572,17.60655738,0.297885072,0.22447,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DKC1_chrX_154762742_154777689_+_ENSG00000130826.19_ENSG00000130826.19.unspliced,0.193291177,70.57586542,0.510271869,87.83606557,0.455584529,0.649247,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DLAT_chr11_112025033_112064404_+_ENSG00000150768.18_ENSG00000150768.18.unspliced,-0.074575519,1.601423488,0.192710244,36.73770492,0.351265508,0.2279925,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DLD_chr7_107891162_107931730_+_ENSG00000091140.15_ENSG00000091140.15.unspliced,0.039236099,19.81559366,0.181928558,34.45901639,0.346729151,0.4241865,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DLEU2_chr13_49956669_50126118_-_ENSG00000231607.16_ENSG00000231607.16.unspliced,0.215646053,76.98155937,0.594038498,95.44262295,0.122558226,0.150567,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,lncRNA
DLG1_chr3_197042560_197299330_-_ENSG00000075711.21_ENSG00000075711.21.unspliced,0.080310475,32.91814947,0.37205499,69.18032787,0.444014361,0.1457555,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DLGAP1-AS2_chr18_3594114_3610103_+_ENSG00000262001.4_ENSG00000262001.4.unspliced,0.239900328,82.15787771,0.15176401,28.63934426,0.045622263,0.2917335,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,lncRNA
DLST_chr14_74881891_74903743_+_ENSG00000119689.15_ENSG00000119689.15.unspliced,0.210988593,75.49336784,0.225071872,43.26229508,0.618825528,0.2846725,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DLX1_chr2_172084740_172089677_+_ENSG00000144355.15_ENSG00000144355.15.unspliced,-0.029274702,5.143966354,0.208734987,39.85245902,0.294423087,0.3880425,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DMAP1_chr1_44213455_44220681_+_ENSG00000178028.14_ENSG00000178028.14.unspliced,0.29138508,90.47233905,0.238549077,45.83606557,0.17413067,0.188438,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DMTF1_chr7_87152409_87196337_+_ENSG00000135164.19_ENSG00000135164.19.unspliced,0.368602954,97.25008088,0.259361851,49.98360656,0.383754226,0.608043,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DMWD_chr19_45782947_45792845_-_ENSG00000185800.12_ENSG00000185800.12.unspliced,0.133601374,51.05143966,0.363824493,67.8852459,0.292875859,0.5120565,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DNA2_chr10_68414064_68472121_-_ENSG00000138346.16_ENSG00000138346.16.unspliced,0.079491351,32.61080556,0.457333022,81.42622951,0.726845794,0.254668,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DNAAF2_chr14_49625174_49635244_-_ENSG00000165506.15_ENSG00000165506.15.unspliced,0.026845944,16.38628276,0.080052337,16.63934426,0.292981136,0.1756545,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DNAAF3-AS1_chr19_55158939_55177540_+_ENSG00000267577.2_ENSG00000267577.2.unspliced,0.077975556,32.12552572,0.445663326,80,0.260387347,0.208622,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,lncRNA
DNAAF5_chr7_726699_786475_+_ENSG00000164818.16_ENSG00000164818.16.unspliced,0.091033042,36.71950825,0.389750494,71.68852459,0.897152286,0.1620435,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,protein_coding
DNAJA1_chr9_33025273_33039907_+_ENSG00000086061.16_ENSG00000086061.16.unspliced,0.008218169,11.63054028,0.019454468,9.06557377,0.282852656,0.337657,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DNAJA2_chr16_46955362_46973674_-_ENSG00000069345.12_ENSG00000069345.12.unspliced,0.031802579,17.93917826,0.129237586,24.40983607,0.215295404,0.2168335,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DNAJA3_chr16_4425805_4456775_+_ENSG00000103423.14_ENSG00000103423.14.unspliced,0.095999012,38.36945972,0.267609485,51.6557377,0.17631118,0.367121,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DNAJB12_chr10_72332830_72355149_-_ENSG00000148719.16_ENSG00000148719.16.unspliced,0.138128259,52.55580718,0.431250739,77.95081967,0.258909282,0.3161645,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DNAJB14_chr4_99896248_99946618_-_ENSG00000164031.17_ENSG00000164031.17.unspliced,0.265856249,86.81656422,0.257423085,49.7704918,0.372251442,0.208802,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DNAJB4_chr1_77979175_78017964_+_ENSG00000162616.9_ENSG00000162616.9.unspliced,0.074975947,31.02555807,0.29458941,56.37704918,0.146348853,0.2075815,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DNAJB6_chr7_157335381_157417439_+_ENSG00000105993.15_ENSG00000105993.15.unspliced,0.341172984,95.69718538,0.492950585,86.04918033,0.392574662,0.302689,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DNAJB9_chr7_108569867_108574850_+_ENSG00000128590.5_ENSG00000128590.5.unspliced,0.025749407,15.9495309,0.417535933,76.03278689,0.121524064,0.258778,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DNAJC1_chr10_21756548_22003769_-_ENSG00000136770.11_ENSG00000136770.11.unspliced,0.083836956,34.11517308,0.326215938,61.98360656,0.329863467,0.130795,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DNAJC11_chr1_6634168_6701924_-_ENSG00000007923.17_ENSG00000007923.17.unspliced,0.083531477,34.0504691,0.409784225,74.70491803,0.238483049,0.305276,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DNAJC17_chr15_40765161_40807478_-_ENSG00000104129.10_ENSG00000104129.10.unspliced,0.205770298,74.0698803,0.69370565,99.29508197,0.334415544,0.1308695,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DNAJC2_chr7_103312289_103344830_-_ENSG00000105821.15_ENSG00000105821.15.unspliced,0.208135978,74.66839211,0.167032057,31.62295082,0.251871227,0.3473675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DNAJC21_chr5_34929559_34958964_+_ENSG00000168724.18_ENSG00000168724.18.unspliced,0.270139996,87.41507603,0.226289457,43.57377049,0.399601251,0.2375135,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DNAJC25_chr9_111631334_111654351_+_ENSG00000059769.20_ENSG00000059769.20.unspliced,0.406498979,98.60886445,0.353536634,66.39344262,0.759787282,0.233384,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DNAJC5_chr20_63895126_63936031_+_ENSG00000101152.12_ENSG00000101152.12.unspliced,0.315879004,93.61048204,0.600162756,95.91803279,0.935366517,0.1512355,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,protein_coding
DNAJC6_chr1_65248219_65415871_+_ENSG00000116675.16_ENSG00000116675.16.unspliced,0.231678035,80.55645422,0.598992034,95.86885246,0.216472528,0.274394,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DNAJC7_chr17_41976421_42021376_-_ENSG00000168259.17_ENSG00000168259.17.unspliced,-0.036164222,4.302814623,0.285970819,54.72131148,0.443210807,0.2624415,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DNAJC8_chr1_28199456_28233029_-_ENSG00000126698.11_ENSG00000126698.11.unspliced,0.122590147,47.16920091,0.109855264,20.95081967,0.510284672,0.177069,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DNAJC8P2_chr3_136736500_136737229_-_ENSG00000240695.1_ENST00000468074.1.monoexonic.unspliced,-0.039784911,3.963118732,NA,NA,0.267369446,0.1785395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,processed_pseudogene
DNAJC9_chr10_73183362_73247255_-_ENSG00000213551.7_ENSG00000213551.7.unspliced,0.233654712,80.99320608,0.346198564,65.26229508,0.394872493,0.22109,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DNASE1L2_chr16_2235816_2238711_+_ENSG00000167968.13_ENSG00000167968.13.unspliced,0.031776591,17.92300226,0.36144377,67.52459016,0.60402008,0.2719475,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DNASE2_chr19_12875209_12881595_-_ENSG00000105612.10_ENSG00000105612.10.unspliced,0.000237241,9.915884827,0.148825684,28.16393443,0.163825233,0.141648,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DNM1L_chr12_32679200_32745650_+_ENSG00000087470.21_ENSG00000087470.21.unspliced,0.076321149,31.52701391,0.160489195,30.27868852,0.362817479,0.159068,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DNM2_chr19_10718055_10833488_+_ENSG00000079805.19_ENSG00000079805.19.unspliced,0.418753513,98.96473633,0.544039532,91.57377049,0.419652902,0.1434405,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,protein_coding
DNMT1_chr19_10133342_10231286_-_ENSG00000130816.17_ENSG00000130816.17.unspliced,0.150563178,57.1821417,0.407729127,74.42622951,0.623419597,0.161271,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,protein_coding
DNMT3B_chr20_32762385_32809359_+_ENSG00000088305.19_ENSG00000088305.19.unspliced,0.320282631,94.09576189,0.447734776,80.29508197,0.474851749,0.4045355,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DNPH1_chr6_43225629_43229481_-_ENSG00000112667.13_ENSG00000112667.13.unspliced,0.272833525,87.90035587,0.144051236,27.26229508,0.046388101,0.531459,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DNTTIP2_chr1_93866284_93879918_-_ENSG00000067334.14_ENSG00000067334.14.unspliced,0.07302772,30.2976383,-0.004947148,6.655737705,0.183919592,0.2336925,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DOCK11_chrX_118495815_118686163_+_ENSG00000147251.16_ENSG00000147251.16.unspliced,0.154076114,58.68650922,0.503685632,87.14754098,0.318977476,0.1574895,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
DOHH_chr19_3490821_3500674_-_ENSG00000129932.10_ENSG00000129932.10.unspliced,0.040724673,20.28469751,0.366141332,68.14754098,0.124910259,0.260907,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DOK1_chr2_74549026_74557551_+_ENSG00000115325.14_ENSG00000115325.14.unspliced,-0.09247454,0.90585571,0.446714567,80.19672131,0.063910892,0.150091,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DOK3_chr5_177501904_177511274_-_ENSG00000146094.16_ENSG00000146094.16.unspliced,0.149761885,56.82626982,0.419531853,76.29508197,0.966593992,0.2217935,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DOLPP1_chr9_129081111_129090438_+_ENSG00000167130.18_ENSG00000167130.18.unspliced,0.102778982,40.45616305,0.167854342,31.72131148,0.203762879,0.198998,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
DOT1L_chr19_2163933_2232578_+_ENSG00000104885.19_ENSG00000104885.19.unspliced,0.421054969,98.98091233,0.677136328,98.96721311,0.809329319,0.165375,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
