seqName,XISTrA_tuc0.05,XISTrB12_tuc0.05,XISTrD_tuc0.05,XISTrE_tuc0.05,XISTrF_tuc0.05,gene_type
GAPVD1_chr9_125261794_125367207_+_ENSG00000165219.23_ENSG00000165219.23.unspliced,830,429,315,1791,3804,protein_coding
GARS1_chr7_30580533_30634033_+_ENSG00000106105.15_ENSG00000106105.15.unspliced,695,261,810,1741,4003,protein_coding
GART_chr21_33503931_33543491_-_ENSG00000159131.17_ENSG00000159131.17.unspliced,351,515,318,1697,1386,protein_coding
GAS8_chr16_90019629_90044975_+_ENSG00000141013.17_ENSG00000141013.17.unspliced,144,60,328,274,1528,protein_coding
GFPT1_chr2_69319780_69387250_-_ENSG00000198380.13_ENSG00000198380.13.unspliced,613,330,479,462,2017,protein_coding
GGPS1_chr1_235327350_235344532_+_ENSG00000152904.11_ENSG00000152904.11.unspliced,262,438,776,417,1204,protein_coding
GID8_chr20_62938147_62948475_+_ENSG00000101193.8_ENSG00000101193.8.unspliced,278,109,229,865,2577,protein_coding
GINM1_chr6_149566294_149591748_+_ENSG00000055211.14_ENSG00000055211.14.unspliced,244,259,248,1249,532,protein_coding
GLRX3_chr10_130136391_130184521_+_ENSG00000108010.12_ENSG00000108010.12.unspliced,287,214,642,2176,2704,protein_coding
GLT8D1_chr3_52694486_52706032_-_ENSG00000016864.19_ENSG00000016864.19.unspliced,338,171,343,1130,908,protein_coding
GMPS_chr3_155870650_155944020_+_ENSG00000163655.16_ENSG00000163655.16.unspliced,642,170,817,2507,3687,protein_coding
GOLGA3_chr12_132768902_132829143_-_ENSG00000090615.16_ENSG00000090615.16.unspliced,770,1079,1441,2279,8965,protein_coding
GPATCH8_chr17_44395281_44503430_-_ENSG00000186566.13_ENSG00000186566.13.unspliced,689,578,1058,1909,4455,protein_coding
GPBP1L1_chr1_45627304_45688113_-_ENSG00000159592.11_ENSG00000159592.11.unspliced,451,1062,1192,1794,2718,protein_coding
GPBP1_chr5_57173948_57264679_+_ENSG00000062194.16_ENSG00000062194.16.unspliced,1297,486,500,3164,2182,protein_coding
GRB2_chr17_75318076_75405709_-_ENSG00000177885.15_ENSG00000177885.15.unspliced,961,504,1315,1640,3643,protein_coding
GSE1_chr16_85169525_85676204_+_ENSG00000131149.19_ENSG00000131149.19.unspliced,3550,4900,14515,12361,30111,protein_coding
GTF2B_chr1_88852633_88891944_-_ENSG00000137947.12_ENSG00000137947.12.unspliced,797,328,214,925,2401,protein_coding
GYS1_chr19_48968130_48993310_-_ENSG00000104812.15_ENSG00000104812.15.unspliced,475,263,569,416,520,protein_coding
H2BC4_chr6_26086317_26123926_-_ENSG00000180596.9_ENSG00000180596.9.unspliced,342,811,410,779,1234,protein_coding
HACL1_chr3_15560699_15601852_-_ENSG00000131373.15_ENSG00000131373.15.unspliced,587,986,776,861,3365,protein_coding
HBE1_chr11_5268345_5505652_-_ENSG00000213931.7_ENSG00000213931.7.unspliced,984,681,2869,12607,13898,protein_coding
HBG2_chr11_5253188_5505605_-_ENSG00000196565.15_ENSG00000196565.15.unspliced,984,681,2869,13476,15120,protein_coding
HDLBP_chr2_241227264_241317061_-_ENSG00000115677.18_ENSG00000115677.18.unspliced,1077,1414,2164,3902,9375,protein_coding
HECTD1_chr14_31100117_31207804_-_ENSG00000092148.14_ENSG00000092148.14.unspliced,464,580,231,2643,2279,protein_coding
HERC2_chr15_28111040_28322179_-_ENSG00000128731.18_ENSG00000128731.18.unspliced,2543,3223,4227,10267,20145,protein_coding
HIF1A_chr14_61695513_61748259_+_ENSG00000100644.17_ENSG00000100644.17.unspliced,434,262,333,2014,2247,protein_coding
HIPK1_chr1_113929324_113977869_+_ENSG00000163349.22_ENSG00000163349.22.unspliced,951,406,542,1700,3512,protein_coding
HLTF_chr3_149030127_149086554_-_ENSG00000071794.16_ENSG00000071794.16.unspliced,523,427,690,1393,2105,protein_coding
HMGCR_chr5_75336329_75364001_+_ENSG00000113161.17_ENSG00000113161.17.unspliced,283,312,482,573,1741,protein_coding
HNRNPA2B1_chr7_26171151_26201529_-_ENSG00000122566.23_ENSG00000122566.23.unspliced,968,707,1442,1912,3230,protein_coding
HNRNPC_chr14_21209136_21269494_-_ENSG00000092199.19_ENSG00000092199.19.unspliced,804,687,997,2469,3560,protein_coding
HNRNPK_chr9_83968083_83980631_-_ENSG00000165119.22_ENSG00000165119.22.unspliced,614,1059,372,1196,2573,protein_coding
HNRNPM_chr19_8444767_8489114_+_ENSG00000099783.13_ENSG00000099783.13.unspliced,1137,1202,280,2504,5093,protein_coding
HNRNPUL1_chr19_41262496_41307787_+_ENSG00000105323.18_ENSG00000105323.18.unspliced,957,1013,285,539,3518,protein_coding
HNRNPU_chr1_244840638_244864560_-_ENSG00000153187.21_ENSG00000153187.21.unspliced,358,357,300,2077,2333,protein_coding
HS2ST1_chr1_86914635_87109982_+_ENSG00000153936.18_ENSG00000153936.18.unspliced,765,422,2411,7260,10563,protein_coding
HS3ST3B1_chr17_14301081_14349404_+_ENSG00000125430.9_ENSG00000125430.9.unspliced,1008,1015,1532,1705,3273,protein_coding
HSPA4_chr5_133052013_133106449_+_ENSG00000170606.16_ENSG00000170606.16.unspliced,764,727,596,1548,3854,protein_coding
HTATSF1_chrX_136497079_136512346_+_ENSG00000102241.12_ENSG00000102241.12.unspliced,269,393,253,1096,1475,protein_coding
HUWE1_chrX_53532096_53686752_-_ENSG00000086758.17_ENSG00000086758.17.unspliced,1675,1200,4092,8707,10335,protein_coding
IARS1_chr9_92210207_92293854_-_ENSG00000196305.19_ENSG00000196305.19.unspliced,1334,544,491,4355,3274,protein_coding
IDH3G_chrX_153785766_153794512_-_ENSG00000067829.20_ENSG00000067829.20.unspliced,344,539,668,350,217,protein_coding
IGF2BP3_chr7_23310209_23470491_-_ENSG00000136231.14_ENSG00000136231.14.unspliced,1668,1174,1967,7761,5743,protein_coding
IKZF5_chr10_122990807_123008812_-_ENSG00000095574.12_ENSG00000095574.12.unspliced,504,30,554,777,860,protein_coding
ILF3_chr19_10654304_10692400_+_ENSG00000129351.18_ENSG00000129351.18.unspliced,564,385,1333,1738,2493,protein_coding
IMP4_chr2_130342877_130347967_+_ENSG00000136718.10_ENSG00000136718.10.unspliced,253,260,463,563,1009,protein_coding
ING3_chr7_120950763_120977216_+_ENSG00000071243.16_ENSG00000071243.16.unspliced,586,353,426,2863,1426,protein_coding
INO80_chr15_40978880_41116280_-_ENSG00000128908.19_ENSG00000128908.19.unspliced,1100,443,2251,3991,3793,protein_coding
INTS11_chr1_1311585_1324687_-_ENSG00000127054.22_ENSG00000127054.22.unspliced,129,503,252,164,982,protein_coding
INTS15_chr7_6590021_6608726_+_ENSG00000146576.13_ENSG00000146576.13.unspliced,323,230,620,764,1606,protein_coding
INTS1_chr7_1470277_1504389_-_ENSG00000164880.16_ENSG00000164880.16.unspliced,265,772,1709,1691,2988,protein_coding
INTS6L_chrX_135520659_135582510_+_ENSG00000165359.16_ENSG00000165359.16.unspliced,723,346,938,954,2358,protein_coding
ITPR3_chr6_33620365_33696574_+_ENSG00000096433.11_ENST00000605930.3,220,128,840,163,2352,protein_coding
JADE1_chr4_128809700_128875224_+_ENSG00000077684.16_ENSG00000077684.16.unspliced,420,1043,834,1125,7002,protein_coding
JAK2_chr9_4984390_5129948_+_ENSG00000096968.14_ENSG00000096968.14.unspliced,1030,1584,2675,5650,6210,protein_coding
JPX_chrX_73943934_74070423_+_ENSG00000225470.10_ENSG00000225470.10.unspliced,264,972,937,4491,6999,lncRNA
KANSL1_chr17_46029916_46225389_-_ENSG00000120071.15_ENSG00000120071.15.unspliced,497,638,843,8510,9694,protein_coding
KAT6A_chr8_41929479_42051994_-_ENSG00000083168.11_ENSG00000083168.11.unspliced,1304,701,1975,4489,8109,protein_coding
KBTBD2_chr7_32868172_32894131_-_ENSG00000170852.12_ENSG00000170852.12.unspliced,733,136,469,1330,1481,protein_coding
KDM3B_chr5_138352685_138437028_+_ENSG00000120733.15_ENSG00000120733.15.unspliced,556,405,209,2839,1546,protein_coding
KDM5B_chr1_202724495_202808487_-_ENSG00000117139.18_ENSG00000117139.18.unspliced,690,380,1189,1778,5360,protein_coding
KHDC4_chr1_155913045_155934413_-_ENSG00000132680.11_ENSG00000132680.11.unspliced,228,244,252,602,940,protein_coding
KIAA0232_chr4_6781375_6884170_+_ENSG00000170871.12_ENSG00000170871.12.unspliced,434,450,1068,4357,7602,protein_coding
KIF13A_chr6_17759183_17987635_-_ENSG00000137177.20_ENSG00000137177.20.unspliced,826,655,1987,5653,11183,protein_coding
KIF18A_chr11_28020619_28108156_-_ENSG00000121621.7_ENSG00000121621.7.unspliced,1001,417,2514,3946,5789,protein_coding
KLHL12_chr1_202891116_202928636_-_ENSG00000117153.16_ENSG00000117153.16.unspliced,640,213,546,1747,1524,protein_coding
KPNB1_chr17_47649476_47685505_+_ENSG00000108424.11_ENSG00000108424.11.unspliced,444,478,843,1963,2294,protein_coding
L3HYPDH_chr14_59460363_59484408_-_ENSG00000126790.12_ENSG00000126790.12.unspliced,311,1125,841,898,1819,protein_coding
LAMTOR5-AS1_chr1_110347116_110443817_+_ENSG00000224699.13_ENSG00000224699.13.unspliced,861,507,884,2431,4571,lncRNA
LAP3_chr4_17577198_17607972_+_ENSG00000002549.13_ENSG00000002549.13.unspliced,299,542,376,405,2735,protein_coding
LBR_chr1_225401502_225428925_-_ENSG00000143815.15_ENSG00000143815.15.unspliced,386,924,488,1029,2958,protein_coding
LCP1_chr13_46125920_46211871_-_ENSG00000136167.15_ENSG00000136167.15.unspliced,770,111,1154,2207,3584,protein_coding
LDAH_chr2_20684014_20823130_-_ENSG00000118961.15_ENSG00000118961.15.unspliced,713,317,3384,6171,6324,protein_coding
LENG8_chr19_54449190_54462016_+_ENSG00000167615.18_ENSG00000167615.18.unspliced,451,349,264,851,1385,protein_coding
LIN9_chr1_226231149_226309869_-_ENSG00000183814.16_ENSG00000183814.16.unspliced,463,328,935,2178,2111,protein_coding
LINC01029_chr18_77924025_77993759_-_ENSG00000265843.4_ENSG00000265843.4.unspliced,431,418,1548,2958,5752,lncRNA
LINC01667_chr21_9781848_9839362_-_ENSG00000293035.2_ENSG00000293035.2.unspliced,1945,3900,6978,16414,11644,lncRNA
LINC02882_chr12_73621834_74509544_-_ENSG00000251138.8_ENSG00000251138.8.unspliced,3692,2056,8242,28280,33089,lncRNA
LINC03009_chr7_76549360_76689386_+_ENSG00000290873.2_ENSG00000290873.2.unspliced,1046,962,1337,2988,4535,lncRNA
LMNB1_chr5_126776623_126837020_+_ENSG00000113368.12_ENSG00000113368.12.unspliced,814,1081,1478,1933,4810,protein_coding
LMTK2_chr7_98106862_98209638_+_ENSG00000164715.6_ENST00000297293.6,694,397,444,364,1118,protein_coding
LONRF3_chrX_118974614_119022925_+_ENSG00000175556.18_ENSG00000175556.18.unspliced,678,364,213,1634,3159,protein_coding
LRBA_chr4_150264435_151015727_-_ENSG00000198589.15_ENSG00000198589.15.unspliced,4097,2001,10345,30787,34362,protein_coding
LRIG2_chr1_113073198_113132260_+_ENSG00000198799.12_ENSG00000198799.12.unspliced,562,116,617,1849,686,protein_coding
LRP8_chr1_53242364_53328469_-_ENSG00000157193.18_ENSG00000157193.18.unspliced,1305,870,2119,733,3092,protein_coding
LRPAP1_chr4_3503612_3532446_-_ENSG00000163956.13_ENSG00000163956.13.unspliced,145,1100,303,907,1470,protein_coding
LRRC41_chr1_46261196_46303616_-_ENSG00000132128.18_ENSG00000132128.18.unspliced,563,349,440,207,2140,protein_coding
LRRC8B_chr1_89524829_89597861_+_ENSG00000197147.15_ENSG00000197147.15.unspliced,819,161,1509,3776,3689,protein_coding
LRRC8D_chr1_89821014_89936611_+_ENSG00000171492.14_ENSG00000171492.14.unspliced,663,377,1486,5688,3958,protein_coding
LUC7L2_chr7_139340359_139423457_+_ENSG00000146963.18_ENSG00000146963.18.unspliced,1588,1704,777,2326,2475,protein_coding
LUC7L3_chr17_50719565_50756219_+_ENSG00000108848.16_ENSG00000108848.16.unspliced,797,406,423,1467,1438,protein_coding
LUC7L_chr16_188969_229463_-_ENSG00000007392.17_ENSG00000007392.17.unspliced,618,316,254,766,1865,protein_coding
LYPLA1_chr8_54046367_54102017_-_ENSG00000120992.18_ENSG00000120992.18.unspliced,360,458,312,2172,2490,protein_coding
MAP1B_chr5_72107234_72209565_+_ENSG00000131711.15_ENSG00000131711.15.unspliced,622,592,2170,2494,3418,protein_coding
MAP3K7_chr6_90513573_90587086_-_ENSG00000135341.19_ENSG00000135341.19.unspliced,620,420,566,4098,3730,protein_coding
MAP4K3_chr2_39249266_39437301_-_ENSG00000011566.15_ENSG00000011566.15.unspliced,1944,526,2868,8947,6907,protein_coding
MAPK1_chr22_21759657_21867680_-_ENSG00000100030.15_ENSG00000100030.15.unspliced,1023,457,2214,2799,5023,protein_coding
MAPK8IP3_chr16_1706166_1770351_+_ENSG00000138834.15_ENSG00000138834.15.unspliced,1477,1975,6572,1786,3108,protein_coding
MAPK8_chr10_48306639_48439360_+_ENSG00000107643.17_ENSG00000107643.17.unspliced,897,434,4503,6363,8933,protein_coding
MARCHF3_chr5_126867714_127030558_-_ENSG00000173926.6_ENSG00000173926.6.unspliced,1040,1108,1733,6135,8256,protein_coding
MARCHF6_chr5_10353695_10440388_+_ENSG00000145495.17_ENSG00000145495.17.unspliced,1052,717,809,4644,6583,protein_coding
MARCHF7_chr2_159712457_159771027_+_ENSG00000136536.15_ENSG00000136536.15.unspliced,115,380,226,2085,5399,protein_coding
MATR3_chr5_139293674_139331677_+_ENSG00000015479.20_ENSG00000015479.20.unspliced,1038,301,711,2080,1413,protein_coding
MDH1_chr2_63588609_63607197_+_ENSG00000014641.21_ENSG00000014641.21.unspliced,166,193,562,346,1249,protein_coding
MEAF6_chr1_37489993_37514766_-_ENSG00000163875.16_ENSG00000163875.16.unspliced,402,98,939,976,683,protein_coding
MED13L_chr12_115957905_116277693_-_ENSG00000123066.9_ENSG00000123066.9.unspliced,2053,869,3752,12187,16246,protein_coding
MEIS2_chr15_36889204_37101299_-_ENSG00000134138.22_ENSG00000134138.22.unspliced,564,1554,3690,6221,9039,protein_coding
METTL9_chr16_21597218_21657471_+_ENSG00000197006.15_ENSG00000197006.15.unspliced,397,312,1057,3547,4131,protein_coding
MFN1_chr3_179347709_179394936_+_ENSG00000171109.19_ENSG00000171109.19.unspliced,235,260,729,1624,2536,protein_coding
MGC4859_chr7_10409684_10779990_-_ENSG00000283117.2_ENSG00000283117.2.unspliced,1385,763,5513,17231,26608,lncRNA
MINPP1_chr10_87504875_87553461_+_ENSG00000107789.16_ENSG00000107789.16.unspliced,708,470,687,3436,3735,protein_coding
MIOS_chr7_7566875_7608932_+_ENSG00000164654.16_ENSG00000164654.16.unspliced,244,276,482,1725,3505,protein_coding
MIR17HG_chr13_91347686_91397592_+_ENSG00000215417.15_ENSG00000215417.15.unspliced,213,156,565,1594,2937,lncRNA
MLH1_chr3_36993226_37050896_+_ENSG00000076242.18_ENSG00000076242.18.unspliced,408,559,846,2304,3019,protein_coding
MLYCD_chr16_83899115_83951445_+_ENSG00000103150.7_ENST00000262430.6,114,570,1570,1910,2613,protein_coding
MORC3_chr21_36320189_36386148_+_ENSG00000159256.13_ENSG00000159256.13.unspliced,1315,240,315,1533,2316,protein_coding
MORF4L2_chrX_103675496_103688158_-_ENSG00000123562.18_ENSG00000123562.18.unspliced,438,337,959,253,467,protein_coding
MRE11_chr11_94415570_94493885_-_ENSG00000020922.13_ENSG00000020922.13.unspliced,455,260,1123,4121,5153,protein_coding
MRPS9_chr2_105038069_105099960_+_ENSG00000135972.9_ENSG00000135972.9.unspliced,248,205,1008,3749,3367,protein_coding
MSANTD7_chr10_14838302_14846999_+_ENSG00000284024.4_ENSG00000284024.4.unspliced,245,199,881,645,728,protein_coding
MTHFD1L_chr6_150865679_151101887_+_ENSG00000120254.16_ENSG00000120254.16.unspliced,1181,1359,2227,8420,9049,protein_coding
MUC20-OT1_chr3_195635709_195739964_+_ENSG00000242086.9_ENSG00000242086.9.unspliced,1322,1170,3408,2692,6602,lncRNA
MXD1_chr2_69897688_69942945_+_ENSG00000059728.11_ENSG00000059728.11.unspliced,116,98,520,2139,1450,protein_coding
MYL12B_chr18_3261479_3278461_+_ENSG00000118680.14_ENSG00000118680.14.unspliced,265,523,490,302,1413,protein_coding
NAA25_chr12_112026689_112108796_-_ENSG00000111300.10_ENSG00000111300.10.unspliced,375,359,831,2236,3128,protein_coding
NAA50_chr3_113716458_113746300_-_ENSG00000121579.14_ENSG00000121579.14.unspliced,675,217,755,1184,476,protein_coding
NAP1L1_chr12_76036585_76084735_-_ENSG00000187109.15_ENSG00000187109.15.unspliced,693,445,859,2531,3870,protein_coding
NARF_chr17_82458180_82490537_+_ENSG00000141562.19_ENSG00000141562.19.unspliced,558,542,438,777,651,protein_coding
NBAS_chr2_15166916_15561340_-_ENSG00000151779.14_ENSG00000151779.14.unspliced,3868,1839,5948,16809,19177,protein_coding
NCAPD3_chr11_134150113_134225504_-_ENSG00000151503.14_ENSG00000151503.14.unspliced,844,908,2016,5353,4319,protein_coding
NCBP1_chr9_97633668_97673748_+_ENSG00000136937.13_ENSG00000136937.13.unspliced,440,611,1093,2096,2650,protein_coding
NDUFC2_chr11_78068297_78079862_-_ENSG00000151366.13_ENSG00000151366.13.unspliced,427,342,209,368,1129,protein_coding
NEK7_chr1_198156994_198322420_+_ENSG00000151414.15_ENSG00000151414.15.unspliced,1120,795,1410,9063,9777,protein_coding
NFATC3_chr16_68084751_68229259_+_ENSG00000072736.19_ENSG00000072736.19.unspliced,984,646,846,3194,6406,protein_coding
NFYC_chr1_40691648_40771603_+_ENSG00000066136.21_ENSG00000066136.21.unspliced,635,194,414,1626,3232,protein_coding
NME4_chr16_396725_410367_+_ENSG00000103202.13_ENSG00000103202.13.unspliced,422,337,343,404,1172,protein_coding
NNT_chr5_43602692_43707405_+_ENSG00000112992.18_ENSG00000112992.18.unspliced,1113,587,2118,5315,9656,protein_coding
NOC2L_chr1_944203_959309_-_ENSG00000188976.11_ENSG00000188976.11.unspliced,248,327,845,277,2506,protein_coding
NOL4L_chr20_32443059_32585333_-_ENSG00000197183.15_ENSG00000197183.15.unspliced,500,1092,2135,2350,7824,protein_coding
NOL8_chr9_92297358_92325636_-_ENSG00000198000.12_ENSG00000198000.12.unspliced,343,54,263,1081,1388,protein_coding
NOP58_chr2_202265736_202303661_+_ENSG00000055044.11_ENSG00000055044.11.unspliced,565,381,500,1328,903,protein_coding
NPLOC4_chr17_81556887_81648465_-_ENSG00000182446.15_ENSG00000182446.15.unspliced,313,359,567,2243,5383,protein_coding
NPTN_chr15_73560014_73634134_-_ENSG00000156642.17_ENSG00000156642.17.unspliced,714,549,2176,2174,3631,protein_coding
NR2C1_chr12_95020229_95073628_-_ENSG00000120798.17_ENSG00000120798.17.unspliced,282,362,449,810,1544,protein_coding
NSD2_chr4_1871393_1982207_+_ENSG00000109685.19_ENSG00000109685.19.unspliced,678,712,1650,2268,6155,protein_coding
NSMAF_chr8_58583504_58659853_-_ENSG00000035681.10_ENSG00000035681.10.unspliced,812,288,669,1361,3599,protein_coding
NSRP1_chr17_30115521_30186475_+_ENSG00000126653.18_ENSG00000126653.18.unspliced,629,346,316,2536,2984,protein_coding
NTAQ1_chr8_123416726_123470028_+_ENSG00000156795.8_ENSG00000156795.8.unspliced,377,221,553,1252,3080,protein_coding
NUDT19_chr19_32691821_32713792_+_ENSG00000213965.4_ENSG00000213965.4.unspliced,257,243,730,1208,1769,protein_coding
NUDT4_chr12_93377883_93408146_+_ENSG00000173598.14_ENSG00000173598.14.unspliced,133,321,856,505,2144,protein_coding
NUP153_chr6_17615035_17706925_-_ENSG00000124789.12_ENSG00000124789.12.unspliced,988,515,1893,2655,4321,protein_coding
NUP214_chr9_131125573_131234663_+_ENSG00000126883.19_ENSG00000126883.19.unspliced,1009,496,715,4222,5852,protein_coding
NUP62_chr19_49906825_49929764_-_ENSG00000213024.13_ENSG00000213024.13.unspliced,218,284,707,409,1237,protein_coding
NUP98_chr11_3671083_3797792_-_ENSG00000110713.18_ENSG00000110713.18.unspliced,1075,740,1309,1203,4312,protein_coding
NUS1_chr6_117675469_117710727_+_ENSG00000153989.8_ENSG00000153989.8.unspliced,461,204,614,979,2367,protein_coding
ODF2_chr9_128455186_128501292_+_ENSG00000136811.17_ENSG00000136811.17.unspliced,779,318,285,1456,1227,protein_coding
OGA_chr10_101784443_101818465_-_ENSG00000198408.14_ENSG00000198408.14.unspliced,338,316,666,343,1959,protein_coding
OGDH_chr7_44606572_44709066_+_ENSG00000105953.16_ENSG00000105953.16.unspliced,446,1045,882,993,5534,protein_coding
OGT_chrX_71533087_71575892_+_ENSG00000147162.15_ENSG00000147162.15.unspliced,458,675,954,3137,4798,protein_coding
OR51B5_chr11_5303444_5505652_-_ENSG00000167355.8_ENSG00000167355.8.unspliced,871,636,2644,11145,13368,protein_coding
ORC3_chr6_87590067_87677823_+_ENSG00000135336.17_ENSG00000135336.17.unspliced,662,241,1968,1389,1410,protein_coding
OTUD4_chr4_145110838_145180589_-_ENSG00000164164.17_ENSG00000164164.17.unspliced,777,461,894,1344,2872,protein_coding
OTUD5_chrX_48922024_48958386_-_ENSG00000068308.15_ENSG00000068308.15.unspliced,119,611,241,1163,2137,protein_coding
PANK2_chr20_3888839_3929887_+_ENSG00000125779.24_ENSG00000125779.24.unspliced,751,486,1060,558,2358,protein_coding
PANK4_chr1_2508537_2526597_-_ENSG00000157881.16_ENSG00000157881.16.unspliced,378,320,1078,1062,2090,protein_coding
PARP1_chr1_226360210_226408154_-_ENSG00000143799.14_ENSG00000143799.14.unspliced,812,596,493,1302,2453,protein_coding
PCBP2_chr12_53452102_53481162_+_ENSG00000197111.16_ENSG00000197111.16.unspliced,582,310,1360,1935,2629,protein_coding
PCID2_chr13_113177536_113208715_-_ENSG00000126226.22_ENSG00000126226.22.unspliced,215,691,335,1475,2493,protein_coding
PCM1_chr8_17922842_18029948_+_ENSG00000078674.20_ENSG00000078674.20.unspliced,893,548,885,4693,4410,protein_coding
PCMTD1_chr8_51817575_51899186_-_ENSG00000168300.14_ENSG00000168300.14.unspliced,355,216,2171,3009,2515,protein_coding
PDCD4_chr10_110871795_110900006_+_ENSG00000150593.18_ENSG00000150593.18.unspliced,290,244,559,1549,1482,protein_coding
PDCD5_chr19_32581190_32587453_+_ENSG00000105185.12_ENSG00000105185.12.unspliced,147,85,570,221,1335,protein_coding
PDHX_chr11_34915829_35020591_+_ENSG00000110435.13_ENSG00000110435.13.unspliced,359,299,1850,4136,6279,protein_coding
PDLIM5_chr4_94451857_94668227_+_ENSG00000163110.15_ENSG00000163110.15.unspliced,354,609,1374,6137,9403,protein_coding
PDPR2P_chr16_74305126_74368276_-_ENSG00000290890.2_ENSG00000290890.2.unspliced,348,444,463,3085,2764,lncRNA
PDS5A_chr4_39822863_39977956_-_ENSG00000121892.15_ENSG00000121892.15.unspliced,772,352,1912,3996,3097,protein_coding
PDXK_chr21_43719094_43762307_+_ENSG00000160209.19_ENSG00000160209.19.unspliced,374,1053,1697,256,3175,protein_coding
PEX26_chr22_18077923_18105396_+_ENSG00000215193.14_ENSG00000215193.14.unspliced,268,151,370,1520,1250,protein_coding
PGD_chr1_10398592_10420511_+_ENSG00000142657.21_ENSG00000142657.21.unspliced,514,414,214,797,416,protein_coding
PHF3_chr6_63635802_63779336_+_ENSG00000118482.12_ENSG00000118482.12.unspliced,1746,319,1266,7839,5991,protein_coding
PI4KA_chr22_20707691_20859417_-_ENSG00000241973.11_ENSG00000241973.11.unspliced,642,698,2725,2935,2999,protein_coding
PICALM_chr11_85957175_86069882_-_ENSG00000073921.18_ENSG00000073921.18.unspliced,709,479,1708,4750,3815,protein_coding
PIEZO1_chr16_88715338_88785220_-_ENSG00000103335.22_ENSG00000103335.22.unspliced,909,1093,3043,1793,4486,protein_coding
PIGA_chrX_15319452_15335554_-_ENSG00000165195.16_ENSG00000165195.16.unspliced,570,108,574,723,711,protein_coding
PIGF_chr2_46580937_46617055_-_ENSG00000151665.13_ENSG00000151665.13.unspliced,359,286,648,1164,1735,protein_coding
PIGV_chr1_26787054_26800659_+_ENSG00000060642.12_ENSG00000060642.12.unspliced,533,280,823,230,1145,protein_coding
PIK3CB_chr3_138652336_138834928_-_ENSG00000051382.10_ENSG00000051382.10.unspliced,1126,418,1181,3114,5358,protein_coding
PINX1_chr8_10764961_10839884_-_ENSG00000254093.9_ENSG00000254093.9.unspliced,824,328,2005,2539,8307,protein_coding
PIP4K2A_chr10_22534854_22714578_-_ENSG00000150867.14_ENSG00000150867.14.unspliced,1061,856,2522,6414,10689,protein_coding
PITRM1_chr10_3137728_3172841_-_ENSG00000107959.17_ENSG00000107959.17.unspliced,686,799,263,1521,2273,protein_coding
PJA2_chr5_109334713_109409974_-_ENSG00000198961.10_ENSG00000198961.10.unspliced,428,311,1004,3554,3974,protein_coding
PKD1P6_chr16_15125242_15154564_-_ENSG00000250251.7_ENSG00000250251.7.unspliced,815,340,303,1149,1188,transcribed_unprocessed_pseudogene
PKN2-AS1_chr1_87620803_88685450_-_ENSG00000237505.9_ENST00000759872.1,680,253,290,383,622,lncRNA
PMS1_chr2_189784085_189877629_+_ENSG00000064933.19_ENSG00000064933.19.unspliced,1149,742,1002,2601,3841,protein_coding
PNKP_chr19_49859882_49878351_-_ENSG00000039650.12_ENSG00000039650.12.unspliced,1080,888,224,151,2796,protein_coding
POGZ_chr1_151402724_151459494_-_ENSG00000143442.24_ENSG00000143442.24.unspliced,442,474,971,393,2786,protein_coding
POLK_chr5_75511845_75609991_+_ENSG00000122008.16_ENSG00000122008.16.unspliced,936,262,1849,2354,5242,protein_coding
POLR1B_chr2_112541915_112579818_+_ENSG00000125630.16_ENSG00000125630.16.unspliced,295,516,1185,1944,3541,protein_coding
POLR3G_chr5_90471748_90514557_+_ENSG00000113356.13_ENSG00000113356.13.unspliced,808,409,272,2223,3910,protein_coding
POLRMT_chr19_617221_633537_-_ENSG00000099821.14_ENSG00000099821.14.unspliced,486,629,927,462,719,protein_coding
PPARGC1B_chr5_149730298_149855022_+_ENSG00000155846.17_ENSG00000155846.17.unspliced,147,624,1907,1087,5765,protein_coding
PPME1_chr11_74171267_74254703_+_ENSG00000214517.10_ENSG00000214517.10.unspliced,534,499,697,3570,4874,protein_coding
PPP1R10_chr6_30600413_30618612_-_ENSG00000204569.10_ENSG00000204569.10.unspliced,340,623,788,364,2084,protein_coding
PPP1R2_chr3_195514428_195543386_-_ENSG00000184203.8_ENSG00000184203.8.unspliced,446,523,441,1061,1447,protein_coding
PPP1R8_chr1_27830782_27851676_+_ENSG00000117751.18_ENSG00000117751.18.unspliced,239,264,920,930,974,protein_coding
PPP2R1A_chr19_52170936_52229518_+_ENSG00000105568.19_ENSG00000105568.19.unspliced,520,779,312,1767,3477,protein_coding
PPP2R2D_chr10_131901008_131959834_+_ENSG00000175470.20_ENSG00000175470.20.unspliced,117,974,2287,2327,9564,protein_coding
PPP4R1_chr18_9546791_9615240_-_ENSG00000154845.16_ENSG00000154845.16.unspliced,563,490,1009,2629,4180,protein_coding
PPP4R3A_chr14_91457508_91510554_-_ENSG00000100796.18_ENSG00000100796.18.unspliced,292,373,585,1303,1137,protein_coding
PPP6R1_chr19_55229779_55259017_-_ENSG00000105063.19_ENSG00000105063.19.unspliced,239,225,247,1118,2199,protein_coding
PPP6R3_chr11_68460731_68615334_+_ENSG00000110075.15_ENSG00000110075.15.unspliced,1669,985,3403,8272,11171,protein_coding
PREPL_chr2_44316281_44361862_-_ENSG00000138078.16_ENSG00000138078.16.unspliced,462,421,1148,2418,1787,protein_coding
